Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Salary
1,Shai Gilgeous-Alexander,26,OKC,PG,76,76,34.18421053,11.31578947,21.78947368,0.519,2.144736842,5.723684211,0.375,9.171052632,16.06578947,0.571,0.569,7.907894737,8.802631579,0.898,0.881578947,4.105263158,4.986842105,6.394736842,1.723684211,1.013157895,2.407894737,2.157894737,32.68421053,0,1,61005000
2,Anthony Edwards,23,MIN,SG,79,79,36.34177215,9.126582278,20.40506329,0.447,4.050632911,10.26582278,0.395,5.075949367,10.13924051,0.501,0.547,5.253164557,6.278481013,0.837,0.772151899,4.924050633,5.696202532,4.544303797,1.151898734,0.64556962,3.151898734,1.898734177,27.55696203,0,1,45550512
3,Nikola Joki?,29,DEN,C,70,70,36.72857143,11.22857143,19.48571429,0.576,1.971428571,4.728571429,0.417,9.257142857,14.75714286,0.627,0.627,5.157142857,6.442857143,0.8,2.857142857,9.885714286,12.74285714,10.22857143,1.814285714,0.642857143,3.285714286,2.285714286,29.58571429,34,1,55224526
4,Giannis Antetokounmpo,30,MIL,PF,67,67,34.1641791,11.8358209,19.68656716,0.601,0.208955224,0.940298507,0.222,11.62686567,18.74626866,0.62,0.607,6.507462687,10.55223881,0.617,2.194029851,9.71641791,11.91044776,6.462686567,0.865671642,1.164179104,3.074626866,2.313432836,30.3880597,11,1,54126450
5,Jayson Tatum,26,BOS,PF,72,72,36.44444444,9.194444444,20.34722222,0.452,3.472222222,10.11111111,0.343,5.722222222,10.23611111,0.559,0.537,4.972222222,6.111111111,0.814,0.666666667,7.986111111,8.652777778,5.986111111,1.055555556,0.527777778,2.902777778,2.180555556,26.83333333,2,1,54126450
6,Devin Booker,28,PHO,SG,75,75,37.26666667,8.72,18.93333333,0.461,2.44,7.346666667,0.332,6.28,11.58666667,0.542,0.525,5.76,6.44,0.894,1.013333333,3.053333333,4.066666667,7.053333333,0.893333333,0.213333333,2.933333333,2.64,25.64,0,0,53142264
7,Trae Young,26,ATL,PG,76,76,36.03947368,7.447368421,18.10526316,0.411,2.868421053,8.447368421,0.34,4.578947368,9.657894737,0.474,0.491,6.460526316,7.381578947,0.875,0.473684211,2.631578947,3.105263158,11.57894737,1.197368421,0.157894737,4.671052632,1.907894737,24.22368421,0,1,46394100
8,Tyler Herro,25,MIA,SG,77,77,35.38961039,8.454545455,17.8961039,0.472,3.25974026,8.701298701,0.375,5.194805195,9.194805195,0.565,0.563,3.727272727,4.246753247,0.878,0.454545455,4.727272727,5.181818182,5.506493506,0.896103896,0.220779221,2.571428571,1.103896104,23.8961039,0,1,32500000
9,Cade Cunningham,23,DET,PG,70,70,35.02857143,9.771428571,20.81428571,0.469,2.128571429,5.971428571,0.356,7.642857143,14.84285714,0.515,0.521,4.471428571,5.285714286,0.846,0.8,5.271428571,6.071428571,9.114285714,1.014285714,0.757142857,4.414285714,2.785714286,26.14285714,9,1,46394100
10,James Harden,35,LAC,PG,79,79,35.30379747,6.721518987,16.39240506,0.41,2.974683544,8.455696203,0.352,3.746835443,7.936708861,0.472,0.501,6.392405063,7.316455696,0.874,0.696202532,5.075949367,5.772151899,8.696202532,1.493670886,0.696202532,4.316455696,2.050632911,22.81012658,3,1,39182693
11,Karl-Anthony Towns,29,NYK,C,72,72,34.95833333,8.875,16.875,0.526,1.972222222,4.694444444,0.42,6.902777778,12.18055556,0.567,0.584,4.708333333,5.680555556,0.829,2.944444444,9.833333333,12.77777778,3.083333333,0.986111111,0.694444444,2.666666667,3.458333333,24.43055556,1,1,53142264
12,Zach LaVine,29,2TM,SG,74,74,35.16216216,8.445945946,16.52702703,0.511,3.22972973,7.243243243,0.446,5.216216216,9.283783784,0.562,0.609,3.175675676,3.851351351,0.825,0.297297297,3.959459459,4.256756757,4.189189189,0.783783784,0.162162162,2.810810811,1.635135135,23.2972973,0,0,47499660
13,Jalen Green,22,HOU,SG,82,82,32.8902439,7.414634146,17.52439024,0.423,2.853658537,8.06097561,0.354,4.56097561,9.463414634,0.482,0.505,3.329268293,4.097560976,0.813,0.548780488,4.048780488,4.597560976,3.43902439,0.865853659,0.329268293,2.475609756,1.548780488,21.01219512,0,0,34944001
14,Stephen Curry,36,GSW,PG,70,70,32.17142857,8.057142857,17.97142857,0.448,4.442857143,11.2,0.397,3.614285714,6.771428571,0.534,0.572,3.985714286,4.271428571,0.933,0.571428571,3.857142857,4.428571429,6.014285714,1.142857143,0.428571429,2.857142857,1.357142857,24.54285714,0,1,59606817
15,DeMar DeRozan,35,SAC,SF,77,77,35.94805195,8.103896104,16.98701299,0.477,1.090909091,3.324675325,0.328,7.012987013,13.66233766,0.513,0.509,4.909090909,5.727272727,0.857,0.649350649,3.220779221,3.87012987,4.441558442,0.805194805,0.415584416,1.363636364,1.948051948,22.20779221,0,0,25000000
16,LeBron James,40,LAL,SF,70,70,34.91428571,9.3,18.14285714,0.513,2.128571429,5.657142857,0.376,7.171428571,12.48571429,0.574,0.571,3.7,4.728571429,0.782,1.028571429,6.771428571,7.8,8.214285714,1,0.557142857,3.714285714,1.414285714,24.42857143,10,1,52627153
17,Donovan Mitchell,28,CLE,SG,71,71,31.43661972,8.23943662,18.5915493,0.443,3.281690141,8.915492958,0.368,4.957746479,9.676056338,0.512,0.531,4.197183099,5.098591549,0.823,0.802816901,3.732394366,4.535211268,4.985915493,1.338028169,0.23943662,2.098591549,1.971830986,23.95774648,0,1,46394100
18,Jalen Brunson,28,NYK,PG,65,65,35.4,9,18.46153846,0.488,2.338461538,6.107692308,0.383,6.661538462,12.35384615,0.539,0.551,5.661538462,6.892307692,0.821,0.415384615,2.461538462,2.876923077,7.307692308,0.923076923,0.123076923,2.523076923,2.123076923,26,0,1,35000000
19,Kevin Durant,36,PHO,PF,62,62,36.53225806,9.548387097,18.12903226,0.527,2.580645161,6,0.43,6.967741935,12.12903226,0.574,0.598,4.887096774,5.822580645,0.839,0.370967742,5.661290323,6.032258065,4.241935484,0.806451613,1.241935484,3.064516129,1.677419355,26.56451613,0,1,54708609
20,Jaren Jackson Jr.,25,MEM,C,74,74,29.82432432,8,16.39189189,0.488,1.972972973,5.256756757,0.375,6.027027027,11.13513514,0.541,0.548,4.202702703,5.378378378,0.781,1.22972973,4.405405405,5.635135135,2,1.243243243,1.527027027,2.067567568,3.472972973,22.17567568,0,1,49000000
21,Pascal Siakam,30,IND,PF,78,78,32.66666667,7.858974359,15.15384615,0.519,1.615384615,4.153846154,0.389,6.243589744,11,0.568,0.572,2.897435897,3.948717949,0.734,1.705128205,5.217948718,6.923076923,3.371794872,0.897435897,0.538461538,1.397435897,2.423076923,20.23076923,0,1,45550512
22,Darius Garland,25,CLE,PG,75,75,30.68,7.386666667,15.65333333,0.472,2.826666667,7.053333333,0.401,4.56,8.6,0.53,0.562,2.986666667,3.4,0.878,0.626666667,2.226666667,2.853333333,6.746666667,1.213333333,0.146666667,2.52,1.906666667,20.58666667,0,1,39446090
23,Coby White,24,CHI,SG,74,73,33.10810811,6.864864865,15.14864865,0.453,2.918918919,7.891891892,0.37,3.945945946,7.256756757,0.544,0.55,3.743243243,4.148648649,0.902,0.337837838,3.351351351,3.689189189,4.459459459,0.932432432,0.216216216,2.391891892,2.081081081,20.39189189,0,0,13285713
24,Jalen Williams,23,OKC,SG,69,69,32.42028986,8.188405797,16.92753623,0.484,1.797101449,4.927536232,0.365,6.391304348,12,0.533,0.537,3.420289855,4.333333333,0.789,0.855072464,4.492753623,5.347826087,5.130434783,1.608695652,0.666666667,2.173913043,2.289855072,21.5942029,0,1,41500000
25,Austin Reaves,26,LAL,SG,73,73,34.93150685,6.534246575,14.20547945,0.46,2.739726027,7.273972603,0.377,3.794520548,6.931506849,0.547,0.556,4.397260274,5.01369863,0.877,0.835616438,3.671232877,4.506849315,5.767123288,1.109589041,0.301369863,2.424657534,2.068493151,20.20547945,1,0,14000000
26,De'Aaron Fox,27,2TM,PG,62,62,36.14516129,8.693548387,18.75806452,0.463,1.903225806,6.14516129,0.31,6.790322581,12.61290323,0.538,0.514,4.241935484,5.129032258,0.827,0.870967742,3.935483871,4.806451613,6.322580645,1.467741935,0.403225806,2.806451613,2.64516129,23.53225806,0,0,49800000
,Alperen ?eng?,22,HOU,C,76,76,31.51315789,7.460526316,15.03947368,0.496,0.276315789,1.184210526,0.233,7.184210526,13.85526316,0.519,0.505,3.894736842,5.631578947,0.692,3.447368421,6.894736842,10.34210526,4.894736842,1.105263158,0.802631579,2.552631579,2.75,19.09210526,4,1,33944954
28,Franz Wagner,23,ORL,SF,60,60,33.71666667,8.95,19.35,0.463,1.733333333,5.866666667,0.295,7.216666667,13.48333333,0.535,0.507,4.516666667,5.183333333,0.871,0.933333333,4.766666667,5.7,4.733333333,1.25,0.35,2.3,2.45,24.15,0,0,38661750
29,Damian Lillard,34,MIL,PG,58,58,36.0862069,7.655172414,17.10344828,0.448,3.396551724,9.034482759,0.376,4.25862069,8.068965517,0.528,0.547,6.24137931,6.775862069,0.921,0.5,4.189655172,4.689655172,7.068965517,1.206896552,0.172413793,2.793103448,1.672413793,24.94827586,2,1,24570000
30,Mikal Bridges,28,NYK,SF,82,82,37.02439024,7.219512195,14.42682927,0.5,2,5.646341463,0.354,5.219512195,8.780487805,0.594,0.57,1.170731707,1.43902439,0.814,0.865853659,2.292682927,3.158536585,3.731707317,0.914634146,0.524390244,1.609756098,1.548780488,17.6097561,0,0,33482145
31,Jamal Murray,27,DEN,PG,67,67,36.08955224,7.925373134,16.73134328,0.474,2.328358209,5.925373134,0.393,5.597014925,10.80597015,0.518,0.543,3.253731343,3.671641791,0.886,0.671641791,3.223880597,3.895522388,6.014925373,1.358208955,0.492537313,2.059701493,1.910447761,21.43283582,0,0,46394100
32,Bam Adebayo,27,MIA,C,78,78,34.28205128,6.923076923,14.26923077,0.485,1.012820513,2.833333333,0.357,5.91025641,11.43589744,0.517,0.521,3.217948718,4.205128205,0.765,2.371794872,7.230769231,9.602564103,4.320512821,1.256410256,0.679487179,2.064102564,2.076923077,18.07692308,1,1,49800000
33,Luka Don?i?,25,2TM,PG,50,50,35.38,9.22,20.5,0.45,3.54,9.62,0.368,5.68,10.88,0.522,0.536,6.18,7.9,0.782,0.8,7.38,8.18,7.66,1.78,0.42,3.58,2.52,28.16,5,0,49800000
34,Jaylen Brown,28,BOS,SF,63,63,34.25396825,8.222222222,17.74603175,0.463,1.841269841,5.682539683,0.324,6.380952381,12.06349206,0.529,0.515,3.904761905,5.111111111,0.764,1.301587302,4.53968254,5.841269841,4.53968254,1.158730159,0.301587302,2.571428571,2.444444444,22.19047619,0,1,53142264
35,Michael Porter Jr.,26,DEN,SF,77,77,33.67532468,6.857142857,13.61038961,0.504,2.506493506,6.350649351,0.395,4.350649351,7.25974026,0.599,0.596,1.935064935,2.519480519,0.768,1.792207792,5.220779221,7.012987013,2.142857143,0.649350649,0.493506494,1.350649351,2.038961039,18.15584416,0,0,38333050
36,Jordan Poole,25,WAS,SG,68,68,29.42647059,6.720588235,15.54411765,0.432,3.455882353,9.147058824,0.378,3.264705882,6.397058824,0.51,0.544,3.558823529,4.029411765,0.883,0.455882353,2.529411765,2.985294118,4.455882353,1.264705882,0.397058824,3,2.955882353,20.45588235,0,0,33296296
37,Tyrese Maxey,24,PHI,PG,52,52,37.69230769,9.173076923,20.98076923,0.437,3.096153846,9.192307692,0.337,6.076923077,11.78846154,0.515,0.511,4.884615385,5.557692308,0.879,0.288461538,3.057692308,3.346153846,6.096153846,1.75,0.403846154,2.384615385,2.230769231,26.32692308,1,0,37958760
38,Tyrese Haliburton,24,IND,PG,73,73,33.57534247,6.520547945,13.78082192,0.473,2.98630137,7.698630137,0.388,3.534246575,6.082191781,0.581,0.582,2.589041096,3.04109589,0.851,0.575342466,2.95890411,3.534246575,9.219178082,1.438356164,0.671232877,1.643835616,1.260273973,18.61643836,0,0,45550512
,Nikola Vu?evi?,34,CHI,C,73,72,31.20547945,7.534246575,14.21917808,0.53,1.767123288,4.397260274,0.402,5.767123288,9.821917808,0.587,0.592,1.643835616,2.04109589,0.805,2.438356164,7.630136986,10.06849315,3.506849315,0.835616438,0.712328767,1.630136986,2.232876712,18.47945205,1,0,22841455
40,Anfernee Simons,25,POR,SG,70,70,32.74285714,6.842857143,16.07142857,0.426,3.071428571,8.471428571,0.363,3.771428571,7.6,0.496,0.521,2.5,2.771428571,0.902,0.357142857,2.342857143,2.7,4.814285714,0.857142857,0.071428571,2.042857143,1.671428571,19.25714286,0,0,28500000
41,Ivica Zubac,27,LAC,C,80,80,32.8,7.4,11.775,0.628,0,0,,7.4,11.775,0.628,0.628,1.95,2.95,0.661,3.75,8.875,12.625,2.675,0.6875,1.125,1.5875,2.1,16.75,1,0,19500000
42,Domantas Sabonis,28,SAC,C,70,70,34.7,7.528571429,12.75714286,0.59,0.928571429,2.228571429,0.417,6.6,10.52857143,0.627,0.627,3.114285714,4.128571429,0.754,3.814285714,10.07142857,13.88571429,6.042857143,0.685714286,0.371428571,2.885714286,3.271428571,19.1,10,0,42336000
44,Shaedon Sharpe,21,POR,SG,72,52,31.27777778,6.930555556,15.33333333,0.452,2.041666667,6.555555556,0.311,4.888888889,8.777777778,0.557,0.519,2.638888889,3.361111111,0.785,0.944444444,3.555555556,4.5,2.75,0.861111111,0.222222222,2.083333333,1.666666667,18.54166667,0,0,20089287
45,OG Anunoby,27,NYK,PF,74,74,36.56756757,6.608108108,13.87837838,0.476,2.310810811,6.216216216,0.372,4.297297297,7.662162162,0.561,0.559,2.472972973,3.054054054,0.81,1.310810811,3.527027027,4.837837838,2.216216216,1.486486486,0.878378378,1.378378378,2.324324324,18,0,0,39568966
46,Desmond Bane,26,MEM,SG,69,68,31.95652174,7.144927536,14.75362319,0.484,2.376811594,6.057971014,0.392,4.768115942,8.695652174,0.548,0.565,2.565217391,2.869565217,0.894,0.898550725,5.15942029,6.057971014,5.347826087,1.15942029,0.405797101,2.449275362,2.376811594,19.23188406,1,0,36725670
47,Evan Mobley,23,CLE,PF,71,71,30.52112676,7.112676056,12.76056338,0.557,1.197183099,3.23943662,0.37,5.915492958,9.521126761,0.621,0.604,3.112676056,4.295774648,0.725,2.309859155,6.971830986,9.281690141,3.183098592,0.85915493,1.591549296,2.042253521,1.985915493,18.53521127,0,1,46394100
48,Norman Powell,31,LAC,SG,60,60,32.63333333,7.616666667,15.75,0.484,2.983333333,7.133333333,0.418,4.633333333,8.616666667,0.538,0.578,3.55,4.416666667,0.804,0.35,2.816666667,3.166666667,2.083333333,1.216666667,0.15,1.8,1.9,21.76666667,0,0,21551724
49,Miles Bridges,26,CHO,PF,64,64,31.703125,7.328125,17.015625,0.431,2.203125,7.03125,0.313,5.125,9.984375,0.513,0.495,3.453125,3.96875,0.87,1.125,6.390625,7.515625,3.875,0.6875,0.703125,2.125,1.453125,20.3125,1,0,25318251
50,Julius Randle,30,MIN,PF,69,69,32.26086957,6.594202899,13.60869565,0.485,1.565217391,4.550724638,0.344,5.028985507,9.057971014,0.555,0.542,3.913043478,4.855072464,0.806,2.086956522,4.971014493,7.057971014,4.68115942,0.68115942,0.231884058,2.84057971,2.536231884,18.66666667,0,0,32400000
51,Anthony Davis,31,2TM,C,51,51,33.45098039,9.215686275,17.84313725,0.516,0.68627451,2.431372549,0.282,8.529411765,15.41176471,0.553,0.536,5.607843137,7.235294118,0.775,2.62745098,8.941176471,11.56862745,3.549019608,1.156862745,2.156862745,2.215686275,1.921568627,24.7254902,1,1,54126450
52,Scottie Barnes,23,TOR,PF,65,65,32.83076923,7.292307692,16.35384615,0.446,1.169230769,4.307692308,0.271,6.123076923,12.04615385,0.508,0.482,3.507692308,4.646153846,0.755,1.676923077,6.046153846,7.723076923,5.815384615,1.430769231,0.969230769,2.846153846,1.738461538,19.26153846,1,0,38661750
53,Derrick White,30,BOS,SG,76,76,33.86842105,5.578947368,12.61842105,0.442,3.486842105,9.092105263,0.384,2.092105263,3.526315789,0.593,0.58,1.776315789,2.118421053,0.839,0.881578947,3.605263158,4.486842105,4.75,0.947368421,1.052631579,1.723684211,1.815789474,16.42105263,0,0,30666666
54,Kyrie Irving,32,DAL,SG,50,50,36.08,8.94,18.9,0.473,2.88,7.18,0.401,6.06,11.72,0.517,0.549,3.92,4.28,0.916,1.2,3.6,4.8,4.62,1.32,0.46,2.22,2.02,24.68,0,1,36620603
55,RJ Barrett,24,TOR,SF,58,58,32.22413793,7.931034483,16.93103448,0.468,1.844827586,5.275862069,0.35,6.086206897,11.65517241,0.522,0.523,3.379310345,5.362068966,0.63,1.051724138,5.25862069,6.310344828,5.413793103,0.793103448,0.293103448,2.844827586,2.362068966,21.0862069,2,0,30000000
56,Deni Avdija,24,POR,SF,72,54,30.01388889,5.583333333,11.72222222,0.476,1.736111111,4.75,0.365,3.847222222,6.972222222,0.552,0.55,4.027777778,5.166666667,0.78,1.527777778,5.722222222,7.25,3.902777778,0.986111111,0.486111111,2.722222222,2.375,16.93055556,2,0,15000000
57,Christian Braun,23,DEN,SG,79,77,33.86075949,6.025316456,10.39240506,0.58,1.126582278,2.835443038,0.397,4.898734177,7.556962025,0.648,0.634,2.240506329,2.708860759,0.827,1.240506329,3.949367089,5.189873418,2.594936709,1.075949367,0.46835443,1.025316456,2.151898734,15.41772152,0,0,21551726
58,Paolo Banchero,22,ORL,PF,46,46,34.39130435,8.956521739,19.80434783,0.452,1.891304348,5.913043478,0.32,7.065217391,13.89130435,0.509,0.5,6.086956522,8.369565217,0.727,1.108695652,6.391304348,7.5,4.760869565,0.782608696,0.608695652,2.956521739,2.108695652,25.89130435,0,0,41500000
59,Stephon Castle,20,SAS,SG,81,47,26.69135802,5.222222222,12.19753086,0.428,1.172839506,4.111111111,0.285,4.049382716,8.086419753,0.501,0.476,3.074074074,4.24691358,0.724,1.098765432,2.567901235,3.666666667,4.098765432,0.913580247,0.271604938,2.185185185,2.024691358,14.69135802,0,0,10102803
60,LaMelo Ball,23,CHO,PG,47,47,32.0212766,8.638297872,21.34042553,0.405,3.808510638,11.23404255,0.339,4.829787234,10.10638298,0.478,0.494,4.106382979,4.872340426,0.843,1,3.936170213,4.936170213,7.361702128,1.14893617,0.276595745,3.553191489,3.340425532,25.19148936,0,0,40770520
61,CJ McCollum,33,NOP,PG,56,56,32.71428571,7.928571429,17.85714286,0.444,3.053571429,8.196428571,0.373,4.875,9.660714286,0.505,0.53,2.214285714,3.089285714,0.717,0.75,3.035714286,3.785714286,4.053571429,0.821428571,0.428571429,1.892857143,2.214285714,21.125,0,0,31000000
62,Ja Morant,25,MEM,PG,50,50,30.38,8.08,17.78,0.454,1.76,5.7,0.309,6.32,12.08,0.523,0.504,5.26,6.38,0.824,0.68,3.42,4.1,7.28,1.22,0.24,3.7,2.26,23.18,1,0,39446090
63,Collin Sexton,26,UTA,SG,63,61,27.9047619,6.603174603,13.76190476,0.48,1.746031746,4.301587302,0.406,4.857142857,9.46031746,0.513,0.543,3.444444444,3.984126984,0.865,0.952380952,1.761904762,2.714285714,4.19047619,0.746031746,0.095238095,2.53968254,2.285714286,18.3968254,0,0,19920855
64,Bennedict Mathurin,22,IND,SF,72,49,29.84722222,5.430555556,11.84722222,0.458,1.361111111,4,0.34,4.069444444,7.847222222,0.519,0.516,3.833333333,4.611111111,0.831,1.208333333,4.111111111,5.319444444,1.888888889,0.652777778,0.333333333,1.875,2.25,16.05555556,0,0,10000000
65,Payton Pritchard,27,BOS,PG,80,3,28.3875,5.1125,10.825,0.472,3.1875,7.825,0.407,1.925,3,0.642,0.62,0.8875,1.05,0.845,1.275,2.5625,3.8375,3.4875,0.875,0.175,1.0375,1.475,14.3,0,1,7863240
66,Naz Reid,25,MIN,C,80,17,27.5,5.325,11.5375,0.462,2.1875,5.775,0.379,3.1375,5.7625,0.544,0.556,1.3875,1.7875,0.776,1.15,4.85,6,2.2625,0.725,0.9,1.35,2.3625,14.225,0,1,23303571
